POS,Player,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w,Year
89,Chris Gayle,14,1,2.0,15,0,0/15,0.0,7.5,0.0,0,0,2015
90,Marchant de Lange,1,1,4.0,30,0,0/30,0.0,7.5,0.0,0,0,2015
91,Darren Sammy,2,2,3.0,25,0,0/7,0.0,8.33,0.0,0,0,2015
92,Rajat Bhatia,2,2,5.0,46,0,0/23,0.0,9.2,0.0,0,0,2015
93,Pawan Suyal,3,3,10.0,95,0,0/22,0.0,9.5,0.0,0,0,2015
94,Jaydev Unadkat,1,1,3.0,30,0,0/30,0.0,10.0,0.0,0,0,2015
95,Sean Abbott,2,2,5.0,57,0,0/21,0.0,11.4,0.0,0,0,2015
96,Pragyan Ojha,1,1,2.0,23,0,0/23,0.0,11.5,0.0,0,0,2015
97,Barinder Sran,1,1,3.0,35,0,0/35,0.0,11.66,0.0,0,0,2015
98,Ashok Dinda,2,2,5.0,62,0,0/23,0.0,12.4,0.0,0,0,2015
99,Azhar Mahmood,1,1,3.0,41,0,0/41,0.0,13.66,0.0,0,0,2015
1,Bhuvneshwar Kumar,17,17,66.0,490,23,4/29,21.3,7.42,17.21,1,0,2016
2,Yuzvendra Chahal,13,13,49.1,401,21,4/25,19.09,8.15,14.04,1,0,2016
3,Shane Watson,16,16,56.3,485,20,4/29,24.25,8.58,16.95,1,0,2016
4,Dhawal Kulkarni,14,14,49.0,364,18,4/14,20.22,7.42,16.33,1,0,2016
5,Mustafizur Rahman,16,16,61.0,421,17,3/16,24.76,6.9,21.52,0,0,2016
6,Mitchell McClenaghan,14,14,53.2,436,17,4/21,25.64,8.17,18.82,1,0,2016
7,Dwayne Bravo,15,15,56.0,494,17,4/22,29.05,8.82,19.76,1,0,2016
8,Sandeep Sharma,14,14,50.0,366,15,2/11,24.4,7.32,20.0,0,0,2016
9,Jasprit Bumrah,14,14,52.0,406,15,3/13,27.06,7.8,20.8,0,0,2016
10,Andre Russell,12,12,36.3,291,15,4/20,19.4,7.97,14.6,1,0,2016
11,Barinder Sran,14,14,49.3,413,14,3/28,29.5,8.34,21.21,0,0,2016
12,Chris Morris,12,12,44.0,308,13,2/30,23.69,7.0,20.3,0,0,2016
13,Amit Mishra,14,14,46.0,344,13,4/11,26.46,7.47,21.23,1,0,2016
14,Axar Patel,14,14,47.5,388,13,4/21,29.84,8.11,22.07,1,0,2016
15,Mohit Sharma,14,14,48.3,407,13,3/23,31.3,8.39,22.38,0,0,2016
16,Adam Zampa,5,5,17.0,115,12,6/19,9.58,6.76,8.5,0,1,2016
17,Moises Henriques,17,17,52.0,415,12,2/17,34.58,7.98,26.0,0,0,2016
18,Sunil Narine,11,11,42.5,304,11,3/26,27.63,7.09,23.36,0,0,2016
19,Sreenath Aravind,9,9,29.1,216,11,2/18,19.63,7.4,15.9,0,0,2016
20,Ashok Dinda,9,9,30.3,231,11,3/20,21.0,7.57,16.63,0,0,2016
21,Piyush Chawla,12,11,35.2,273,11,2/21,24.81,7.72,19.27,0,0,2016
22,Chris Jordan,9,9,28.0,258,11,4/11,23.45,9.21,15.27,1,0,2016
23,Ravichandran Ashwin,14,14,44.0,319,10,4/34,31.9,7.25,26.4,1,0,2016
24,Zaheer Khan,12,12,43.4,337,10,3/21,33.7,7.71,26.2,0,0,2016
25,Morne Morkel,10,10,35.3,297,10,2/27,29.7,8.36,21.3,0,0,2016
26,Umesh Yadav,9,9,26.0,234,10,3/28,23.4,9.0,15.6,0,0,2016
27,Tim Southee,11,11,43.0,329,9,3/24,36.55,7.65,28.66,0,0,2016
28,Ashish Nehra,8,8,26.0,199,9,3/15,22.11,7.65,17.33,0,0,2016
29,Praveen Kumar,16,16,51.3,401,9,2/19,44.55,7.78,34.33,0,0,2016
30,Harbhajan Singh,14,14,49.0,392,9,2/29,43.55,8.0,32.66,0,0,2016
31,Thisara Perera,12,11,33.1,326,9,3/34,36.22,9.82,22.11,0,0,2016
32,Ravindra Jadeja,15,14,40.1,311,8,2/18,38.87,7.74,30.12,0,0,2016
33,Marcus Stoinis,7,7,23.0,194,8,4/15,24.25,8.43,17.25,1,0,2016
34,Dwayne Smith,12,8,18.0,153,8,4/8,19.12,8.5,13.5,1,0,2016
35,Carlos Brathwaite,8,8,23.1,185,7,3/43,26.42,7.98,19.85,0,0,2016
36,Murugan Ashwin,10,10,28.3,241,7,3/36,34.42,8.45,24.42,0,0,2016
37,Kane Richardson,4,4,14.0,136,7,3/13,19.42,9.71,12.0,0,0,2016
38,Rajat Bhatia,10,10,34.0,244,6,2/19,40.66,7.17,34.0,0,0,2016
39,Krunal Pandya,12,11,31.1,236,6,2/15,39.33,7.57,31.16,0,0,2016
40,Kuldeep Yadav,3,3,12.0,100,6,3/35,16.66,8.33,12.0,0,0,2016
41,Shivil Kaushik,7,7,23.0,192,6,3/20,32.0,8.34,23.0,0,0,2016
42,Iqbal Abdulla,8,8,25.0,213,6,3/40,35.5,8.52,25.0,0,0,2016
43,Ben Cutting,4,4,11.1,80,5,2/20,16.0,7.16,13.4,0,0,2016
44,Shakib Al Hasan,10,9,31.0,243,5,1/14,48.6,7.83,37.2,0,0,2016
45,Imran Tahir,4,4,16.0,138,5,3/24,27.6,8.62,19.2,0,0,2016
46,Pravin Tambe,7,7,16.0,143,5,2/12,28.6,8.93,19.2,0,0,2016
47,Mohammad Shami,8,8,25.1,244,5,2/34,48.8,9.69,30.2,0,0,2016
48,Mitchell Marsh,3,3,9.0,45,4,2/14,11.25,5.0,13.5,0,0,2016
49,Brad Hogg,5,5,16.0,142,4,3/19,35.5,8.87,24.0,0,0,2016
50,Vinay Kumar,3,3,9.0,64,3,2/17,21.33,7.11,18.0,0,0,2016
51,Deepak Hooda,17,6,13.0,97,3,2/16,32.33,7.46,26.0,0,0,2016
52,Nathan Coulter-Nile,4,4,15.0,114,3,2/25,38.0,7.6,30.0,0,0,2016
53,Pradeep Sahu,5,5,17.3,146,3,2/18,48.66,8.34,35.0,0,0,2016
54,Bipul Sharma,7,6,14.0,121,3,1/10,40.33,8.64,28.0,0,0,2016
55,Ankit Rajpoot,4,4,11.0,98,3,1/14,32.66,8.9,22.0,0,0,2016
56,Hardik Pandya,11,10,16.4,153,3,1/7,51.0,9.18,33.33,0,0,2016
57,Tabraiz Shamsi,4,4,16.0,147,3,1/21,49.0,9.18,32.0,0,0,2016
58,RP Singh,4,4,12.0,111,3,1/23,37.0,9.25,24.0,0,0,2016
59,KC Cariappa,5,5,17.0,159,3,2/16,53.0,9.35,34.0,0,0,2016
60,Ishant Sharma,4,4,15.0,148,3,2/36,49.33,9.86,30.0,0,0,2016
61,Sachin Baby,11,2,1.4,8,2,2/4,4.0,4.8,5.0,0,0,2016
62,John Hastings,2,2,6.4,37,2,2/6,18.5,5.55,20.0,0,0,2016
63,Chris Gayle,10,4,10.0,63,2,2/11,31.5,6.3,30.0,0,0,2016
64,Jayant Yadav,5,5,17.0,125,2,1/23,62.5,7.35,51.0,0,0,2016
65,Scott Boland,2,2,7.0,54,2,2/31,27.0,7.71,21.0,0,0,2016
66,Gurkeerat Mann Singh,7,3,4.0,31,2,2/15,15.5,7.75,12.0,0,0,2016
67,JP Duminy,10,5,7.0,55,2,1/4,27.5,7.85,21.0,0,0,2016
68,Jason Holder,4,4,13.0,103,2,2/33,51.5,7.92,39.0,0,0,2016
69,Rishi Dhawan,2,2,7.0,56,2,1/21,28.0,8.0,21.0,0,0,2016
70,Shahbaz Nadeem,4,4,15.0,127,2,2/23,63.5,8.46,45.0,0,0,2016
71,Shadab Jakati,6,6,20.0,178,2,1/13,89.0,8.9,60.0,0,0,2016
72,Varun Aaron,8,8,23.4,227,2,2/37,113.5,9.59,71.0,0,0,2016
73,Mitchell Johnson,3,3,11.0,106,2,1/35,53.0,9.63,33.0,0,0,2016
74,James Faulkner,7,7,17.0,167,2,1/23,83.5,9.82,51.0,0,0,2016
75,Kyle Abbott,5,5,16.0,177,2,1/38,88.5,11.06,48.0,0,0,2016
76,Albie Morkel,2,2,5.0,66,2,2/36,33.0,13.2,15.0,0,0,2016
77,Yusuf Pathan,15,4,6.0,33,1,1/6,33.0,5.5,36.0,0,0,2016
78,Ankit Sharma,3,3,11.0,84,1,1/27,84.0,7.63,66.0,0,0,2016
79,Stuart Binny,14,11,17.0,134,1,1/17,134.0,7.88,102.0,0,0,2016
80,Parveez Rasool,4,4,14.0,129,1,1/31,129.0,9.21,84.0,0,0,2016
81,Pawan Negi,8,5,9.0,84,1,1/19,84.0,9.33,54.0,0,0,2016
82,Trent Boult,1,1,4.0,39,1,1/39,39.0,9.75,24.0,0,0,2016
83,Rajagopal Sathish,4,3,6.0,59,1,1/20,59.0,9.83,36.0,0,0,2016
84,Ashish Reddy,4,2,3.5,39,1,1/14,39.0,10.17,23.0,0,0,2016
85,Harshal Patel,5,5,14.0,147,1,1/46,147.0,10.5,84.0,0,0,2016
86,Adam Milne,1,1,4.0,43,1,1/43,43.0,10.75,24.0,0,0,2016
87,Nitish Rana,4,1,1.0,3,0,0/3,0.0,3.0,0.0,0,0,2016
88,Shreyas Gopal,1,1,3.0,18,0,0/18,0.0,6.0,0.0,0,0,2016
89,Kane Williamson,6,1,1.0,7,0,0/7,0.0,7.0,0.0,0,0,2016
90,Anureet Singh,2,2,6.0,43,0,0/15,0.0,7.16,0.0,0,0,2016
91,Colin Munro,4,2,2.0,15,0,0/7,0.0,7.5,0.0,0,0,2016
92,Irfan Pathan,4,3,8.0,61,0,0/7,0.0,7.62,0.0,0,0,2016
93,Murali Vijay,14,1,1.0,8,0,0/8,0.0,8.0,0.0,0,0,2016
94,Deepak Chahar,2,2,5.0,41,0,0/13,0.0,8.2,0.0,0,0,2016
95,Suresh Raina,15,4,10.0,82,0,0/15,0.0,8.2,0.0,0,0,2016
96,Yuvraj Singh,10,5,6.1,52,0,0/7,0.0,8.43,0.0,0,0,2016
97,Dale Steyn,1,1,2.0,17,0,0/17,0.0,8.5,0.0,0,0,2016
98,Glenn Maxwell,11,7,9.0,80,0,0/3,0.0,8.88,0.0,0,0,2016
99,Swapnil Singh,1,1,3.0,29,0,0/29,0.0,9.66,0.0,0,0,2016
100,Karn Sharma,5,5,16.2,171,0,0/24,0.0,10.46,0.0,0,0,2016
101,Sarabjit Ladda,1,1,2.0,21,0,0/21,0.0,10.5,0.0,0,0,2016
102,David Wiese,1,1,4.0,49,0,0/49,0.0,12.25,0.0,0,0,2016
103,Pradeep Sangwan,2,2,4.0,49,0,0/21,0.0,12.25,0.0,0,0,2016
104,Virat Kohli,16,1,1.0,13,0,0/13,0.0,13.0,0.0,0,0,2016
105,Kieron Pollard,13,4,6.0,81,0,0/11,0.0,13.5,0.0,0,0,2016
106,Jagadeesha Suchith,1,1,2.0,31,0,0/31,0.0,15.5,0.0,0,0,2016
107,Jaydev Unadkat,1,1,3.0,49,0,0/49,0.0,16.33,0.0,0,0,2016
1,Bhuvneshwar Kumar,14,14,52.2,369,26,5/19,14.19,7.05,12.07,0,1,2017
2,Jaydev Unadkat,12,12,45.5,322,24,5/30,13.41,7.02,11.45,0,1,2017
3,Jasprit Bumrah,16,16,59.2,439,20,3/7,21.95,7.39,17.8,0,0,2017
4,Mitchell McClenaghan,14,14,54.0,507,19,3/24,26.68,9.38,17.05,0,0,2017
5,Imran Tahir,12,12,47.0,369,18,3/18,20.5,7.85,15.66,0,0,2017
6,Rashid Khan,14,14,54.0,358,17,3/19,21.05,6.62,19.05,0,0,2017
7,Sandeep Sharma,13,13,48.0,398,17,4/20,23.41,8.29,16.94,1,0,2017
8,Umesh Yadav,14,14,48.3,410,17,4/33,24.11,8.45,17.11,1,0,2017
9,Chris Woakes,13,13,44.0,386,17,3/6,22.7,8.77,15.52,0,0,2017
10,Pawan Negi,12,12,32.1,197,16,3/10,12.31,6.12,12.06,0,0,2017
11,Siddarth Kaul,10,10,35.4,300,16,4/29,18.75,8.41,13.37,1,0,2017
12,Axar Patel,14,14,48.0,362,15,3/11,24.13,7.54,19.2,0,0,2017
13,Nathan Coulter-Nile,8,8,28.2,228,15,3/20,15.2,8.04,11.33,0,0,2017
14,Pat Cummins,12,12,46.1,373,15,2/20,24.86,8.07,18.46,0,0,2017
15,Yuzvendra Chahal,13,13,43.3,333,14,3/16,23.78,7.65,18.64,0,0,2017
16,Karn Sharma,9,9,30.4,214,13,4/16,16.46,6.97,14.15,1,0,2017
17,Mohit Sharma,14,14,45.4,410,13,2/24,31.53,8.97,21.07,0,0,2017
18,Andrew Tye,6,6,21.0,141,12,5/17,11.75,6.71,10.5,0,1,2017
19,Ben Stokes,12,12,44.0,316,12,3/18,26.33,7.18,22.0,0,0,2017
20,Chris Morris,9,9,31.0,240,12,4/26,20.0,7.74,15.5,1,0,2017
21,Kuldeep Yadav,12,11,41.0,340,12,2/25,28.33,8.29,20.5,0,0,2017
22,Dan Christian,13,13,40.0,298,11,2/10,27.09,7.45,21.81,0,0,2017
23,Shardul Thakur,12,12,38.1,315,11,3/19,28.63,8.25,20.81,0,0,2017
24,Lasith Malinga,12,12,44.5,382,11,2/5,34.72,8.52,24.45,0,0,2017
25,Basil Thampi,12,12,44.4,424,11,3/29,38.54,9.49,24.36,0,0,2017
26,Krunal Pandya,13,13,40.0,273,10,3/14,27.3,6.82,24.0,0,0,2017
27,Sunil Narine,16,15,59.0,412,10,2/29,41.2,6.98,35.4,0,0,2017
28,Zaheer Khan,11,11,40.1,313,10,3/20,31.3,7.79,24.1,0,0,2017
29,Amit Mishra,14,14,38.5,343,10,3/11,34.3,8.83,23.3,0,0,2017
30,Mohammed Siraj,6,6,23.0,212,10,4/32,21.2,9.21,13.8,1,0,2017
31,Samuel Badree,7,7,25.0,188,9,4/9,20.88,7.52,16.66,1,0,2017
32,Washington Sundar,11,10,30.0,185,8,3/16,23.12,6.16,22.5,0,0,2017
33,Harbhajan Singh,11,11,41.0,266,8,3/22,33.25,6.48,30.75,0,0,2017
34,Ashish Nehra,6,6,21.1,197,8,3/42,24.62,9.3,15.87,0,0,2017
35,Glenn Maxwell,14,8,19.0,125,7,2/15,17.85,6.57,16.28,0,0,2017
36,Mitchell Johnson,5,5,20.0,141,7,3/26,20.14,7.05,17.14,0,0,2017
37,Varun Aaron,6,6,20.0,163,7,2/3,23.28,8.15,17.14,0,0,2017
38,Adam Zampa,6,6,19.5,163,7,2/22,23.28,8.21,17.0,0,0,2017
39,Shahbaz Nadeem,7,7,17.5,119,6,2/13,19.83,6.67,17.83,0,0,2017
40,Hardik Pandya,17,13,26.0,213,6,2/22,35.5,8.19,26.0,0,0,2017
41,Kagiso Rabada,6,6,21.2,188,6,2/20,31.33,8.81,21.33,0,0,2017
42,Piyush Chawla,6,6,20.0,179,6,2/34,29.83,8.95,20.0,0,0,2017
43,Praveen Kumar,6,6,16.3,151,6,2/22,25.16,9.15,16.5,0,0,2017
44,James Faulkner,8,8,26.2,258,6,2/34,43.0,9.79,26.33,0,0,2017
45,Aniket Choudhary,5,5,16.5,144,5,2/17,28.8,8.55,20.2,0,0,2017
46,Tymal Mills,5,5,17.5,153,5,2/31,30.6,8.57,21.4,0,0,2017
47,Sreenath Aravind,10,10,30.3,275,5,2/29,55.0,9.01,36.6,0,0,2017
48,Trent Boult,6,6,23.5,216,5,2/30,43.2,9.06,28.6,0,0,2017
49,Shane Watson,8,8,26.5,245,5,1/16,49.0,9.13,32.2,0,0,2017
50,Ravindra Jadeja,12,12,38.0,349,5,2/28,69.8,9.18,45.6,0,0,2017
51,Mohammad Shami,8,8,26.0,243,5,2/36,48.6,9.34,31.2,0,0,2017
52,Pradeep Sangwan,5,5,18.0,181,5,2/38,36.2,10.05,21.6,0,0,2017
53,Ankit Rajpoot,5,5,14.0,107,4,3/37,26.75,7.64,21.0,0,0,2017
54,Stuart Binny,8,4,6.0,50,4,1/9,12.5,8.33,9.0,0,0,2017
55,Colin de Grandhomme,12,9,16.0,135,4,3/4,33.75,8.43,24.0,0,0,2017
56,KC Cariappa,4,4,15.0,127,4,2/24,31.75,8.46,22.5,0,0,2017
57,Rahul Tewatia,3,3,9.0,49,3,2/18,16.33,5.44,18.0,0,0,2017
58,Lockie Ferguson,4,4,13.0,93,3,2/7,31.0,7.15,26.0,0,0,2017
59,Bipul Sharma,7,7,16.2,129,3,1/4,43.0,7.89,32.66,0,0,2017
60,Dhawal Kulkarni,6,6,18.5,173,3,1/24,57.66,9.18,37.66,0,0,2017
61,Adam Milne,4,4,14.0,134,3,2/27,44.66,9.57,28.0,0,0,2017
62,Tim Southee,3,3,10.0,96,3,2/39,32.0,9.6,20.0,0,0,2017
63,Corey Anderson,11,8,18.5,186,3,1/23,62.0,9.87,37.66,0,0,2017
64,Harshal Patel,1,1,4.0,43,3,3/43,14.33,10.75,8.0,0,0,2017
65,Mohammad Nabi,3,3,11.0,58,2,1/13,29.0,5.27,33.0,0,0,2017
66,Rajat Bhatia,3,3,7.0,55,2,2/14,27.5,7.85,21.0,0,0,2017
67,Ankit Soni,7,6,18.1,144,2,1/16,72.0,7.92,54.5,0,0,2017
68,Rahul Chahar,3,2,7.0,58,2,1/26,29.0,8.28,21.0,0,0,2017
69,Billy Stanlake,2,2,8.0,70,2,2/29,35.0,8.75,24.0,0,0,2017
70,T Natarajan,6,6,12.4,115,2,1/26,57.5,9.07,38.0,0,0,2017
71,Travis Head,7,5,8.0,81,2,2/30,40.5,10.12,24.0,0,0,2017
72,Vinay Kumar,1,1,3.0,31,2,2/31,15.5,10.33,9.0,0,0,2017
73,Marcus Stoinis,5,5,10.3,110,2,1/28,55.0,10.47,31.5,0,0,2017
74,Deepak Hooda,10,3,4.0,42,2,1/7,21.0,10.5,12.0,0,0,2017
75,Iqbal Abdulla,2,2,5.0,55,2,2/36,27.5,11.0,15.0,0,0,2017
76,Dwayne Smith,12,9,13.0,148,2,1/10,74.0,11.38,39.0,0,0,2017
77,Nathu Singh,2,2,4.0,15,1,1/7,15.0,3.75,24.0,0,0,2017
78,Avesh Khan,1,1,4.0,23,1,1/23,23.0,5.75,24.0,0,0,2017
79,Munaf Patel,2,2,7.0,57,1,1/35,57.0,8.14,42.0,0,0,2017
80,Suresh Raina,14,6,12.0,102,1,1/11,102.0,8.5,72.0,0,0,2017
81,Swapnil Singh,4,4,7.0,61,1,1/14,61.0,8.71,42.0,0,0,2017
82,Chris Jordan,1,1,1.0,9,1,1/9,9.0,9.0,6.0,0,0,2017
83,Ben Cutting,4,4,12.4,123,1,1/41,123.0,9.71,76.0,0,0,2017
84,Yusuf Pathan,15,4,4.0,41,1,1/2,41.0,10.25,24.0,0,0,2017
85,Moises Henriques,12,12,24.0,248,1,1/6,248.0,10.33,144.0,0,0,2017
86,Shubham Agarwal,1,1,4.0,42,1,1/42,42.0,10.5,24.0,0,0,2017
87,Deepak Chahar,3,3,7.0,74,1,1/35,74.0,10.57,42.0,0,0,2017
88,Yuvraj Singh,12,2,2.0,22,1,1/6,22.0,11.0,12.0,0,0,2017
89,Carlos Brathwaite,2,2,6.0,67,1,1/38,67.0,11.16,36.0,0,0,2017
90,Ashok Dinda,3,3,10.0,119,1,1/26,119.0,11.9,60.0,0,0,2017
91,Matt Henry,2,2,5.0,71,1,1/31,71.0,14.2,30.0,0,0,2017
92,Jayant Yadav,2,2,6.0,42,0,0/16,0.0,7.0,0.0,0,0,2017
93,Tejas Baroka,1,1,3.3,33,0,0/33,0.0,9.42,0.0,0,0,2017
94,Ishant Sharma,6,6,18.0,179,0,0/12,0.0,9.94,0.0,0,0,2017
95,Shakib Al Hasan,1,1,3.0,31,0,0/31,0.0,10.33,0.0,0,0,2017
96,Shadab Jakati,2,2,5.0,52,0,0/22,0.0,10.4,0.0,0,0,2017
97,Angelo Mathews,3,2,5.0,56,0,0/15,0.0,11.2,0.0,0,0,2017
98,Marlon Samuels,5,2,3.0,34,0,0/12,0.0,11.33,0.0,0,0,2017
99,Rahul Tripathi,14,1,1.0,12,0,0/12,0.0,12.0,0.0,0,0,2017
100,Mustafizur Rahman,1,1,2.4,34,0,0/34,0.0,12.75,0.0,0,0,2017
101,Anureet Singh,1,1,2.0,26,0,0/26,0.0,13.0,0.0,0,0,2017
102,Irfan Pathan,1,1,2.0,26,0,0/26,0.0,13.0,0.0,0,0,2017
103,Barinder Sran,1,1,2.0,29,0,0/29,0.0,14.5,0.0,0,0,2017
104,Manpreet Gony,1,1,2.0,32,0,0/32,0.0,16.0,0.0,0,0,2017
105,Ankit Sharma,1,1,1.0,16,0,0/16,0.0,16.0,0.0,0,0,2017
106,Kieron Pollard,17,1,1.5,30,0,0/30,0.0,16.36,0.0,0,0,2017
1,Andrew Tye,14,14,56.0,448,24,4/16,18.66,8.0,14.0,3,0,2018
2,Rashid Khan,17,17,68.0,458,21,3/19,21.8,6.73,19.42,0,0,2018
3,Siddarth Kaul,17,17,66.0,547,21,3/23,26.04,8.28,18.85,0,0,2018
4,Umesh Yadav,14,14,53.1,418,20,3/23,20.9,7.86,15.95,0,0,2018
5,Trent Boult,14,14,52.4,466,18,2/20,25.88,8.84,17.55,0,0,2018
6,Hardik Pandya,13,13,42.4,381,18,3/24,21.16,8.92,14.22,0,0,2018
7,Jasprit Bumrah,14,14,54.0,372,17,3/15,21.88,6.88,19.05,0,0,2018
8,Sunil Narine,16,16,61.0,467,17,3/18,27.47,7.65,21.52,0,0,2018
9,Kuldeep Yadav,16,16,51.2,418,17,4/20,24.58,8.14,18.11,1,0,2018
10,Shardul Thakur,13,13,46.4,431,16,2/18,26.93,9.23,17.5,0,0,2018
11,Mayank Markande,14,14,44.0,368,15,4/23,24.53,8.36,17.6,1,0,2018
12,Jofra Archer,10,10,38.5,325,15,3/22,21.66,8.36,15.53,0,0,2018
13,Mujeeb Ur Rahman,11,11,41.2,289,14,3/27,20.64,6.99,17.71,0,0,2018
14,Shakib Al Hasan,17,17,57.0,456,14,2/18,32.57,8.0,24.42,0,0,2018
15,Mitchell McClenaghan,11,11,40.0,332,14,2/22,23.71,8.3,17.14,0,0,2018
16,Piyush Chawla,15,15,49.0,412,14,3/48,29.42,8.4,21.0,0,0,2018
17,Dwayne Bravo,16,16,53.3,533,14,2/16,38.07,9.96,22.92,0,0,2018
18,Andre Russell,16,15,37.5,355,13,3/31,27.3,9.38,17.46,0,0,2018
19,Krunal Pandya,14,13,40.1,284,12,3/28,23.66,7.07,20.08,0,0,2018
20,Amit Mishra,10,10,37.0,264,12,3/19,22.0,7.13,18.5,0,0,2018
21,Yuzvendra Chahal,14,14,50.0,363,12,2/22,30.25,7.26,25.0,0,0,2018
22,Sandeep Sharma,12,12,44.0,333,12,2/17,27.75,7.56,22.0,0,0,2018
23,Lungi Ngidi,7,7,26.0,156,11,4/10,14.18,6.0,14.18,1,0,2018
24,Ravindra Jadeja,16,14,41.0,303,11,3/18,27.54,7.39,22.36,0,0,2018
25,Shreyas Gopal,11,10,31.0,236,11,4/16,21.45,7.61,16.9,1,0,2018
26,Krishnappa Gowtham,15,15,40.0,312,11,2/12,28.36,7.8,21.81,0,0,2018
27,Ankit Rajpoot,8,8,26.1,223,11,5/14,20.27,8.52,14.27,0,1,2018
28,Mohammed Siraj,11,11,41.0,367,11,3/25,33.36,8.95,22.36,0,0,2018
29,Jaydev Unadkat,15,15,50.2,486,11,3/46,44.18,9.65,27.45,0,0,2018
30,Deepak Chahar,12,12,38.1,278,10,3/15,27.8,7.28,22.9,0,0,2018
31,Ravichandran Ashwin,14,14,50.4,410,10,2/18,41.0,8.09,30.4,0,0,2018
32,Prasidh Krishna,7,7,28.0,260,10,4/30,26.0,9.28,16.8,1,0,2018
33,Bhuvneshwar Kumar,12,12,46.1,354,9,3/26,39.33,7.66,30.77,0,0,2018
34,Ben Laughlin,7,7,21.0,211,9,2/15,23.44,10.04,14.0,0,0,2018
35,Ben Stokes,13,12,37.0,303,8,3/15,37.87,8.18,27.75,0,0,2018
36,Chris Woakes,5,5,18.2,190,8,3/36,23.75,10.36,13.75,0,0,2018
37,Mustafizur Rahman,7,7,27.3,230,7,3/24,32.85,8.36,23.57,0,0,2018
38,Harbhajan Singh,13,12,31.5,270,7,2/22,38.57,8.48,27.28,0,0,2018
39,Harshal Patel,5,5,17.3,167,7,3/28,23.85,9.54,15.0,0,0,2018
40,Mohit Sharma,9,9,29.4,322,7,2/33,46.0,10.85,25.42,0,0,2018
41,Rahul Tewatia,8,8,22.0,173,6,3/18,28.83,7.86,22.0,0,0,2018
42,Shane Watson,15,11,28.0,251,6,2/29,41.83,8.96,28.0,0,0,2018
43,Imran Tahir,6,6,20.4,188,6,2/34,31.33,9.09,20.66,0,0,2018
44,Tom Curran,5,5,10.1,118,6,2/19,19.66,11.6,10.16,0,0,2018
45,Ish Sodhi,6,6,23.0,135,5,1/14,27.0,5.86,27.6,0,0,2018
46,Sandeep Lamichhane,3,3,12.0,82,5,3/36,16.4,6.83,14.4,0,0,2018
47,Billy Stanlake,4,4,16.0,130,5,2/21,26.0,8.12,19.2,0,0,2018
48,Glenn Maxwell,12,10,16.0,132,5,2/22,26.4,8.25,19.2,0,0,2018
49,Tim Southee,8,8,29.0,261,5,3/30,52.2,9.0,34.8,0,0,2018
50,Carlos Brathwaite,4,4,10.1,94,5,2/15,18.8,9.24,12.2,0,0,2018
51,Shivam Mavi,9,9,28.0,270,5,1/14,54.0,9.64,33.6,0,0,2018
52,Basil Thampi,4,4,10.1,114,5,2/4,22.8,11.21,12.2,0,0,2018
53,Nitish Rana,15,5,6.1,44,4,2/11,11.0,7.13,9.25,0,0,2018
54,Dan Christian,4,4,11.5,101,4,2/35,25.25,8.53,17.75,0,0,2018
55,Liam Plunkett,7,7,25.0,225,4,3/17,56.25,9.0,37.5,0,0,2018
56,Karn Sharma,6,5,9.3,89,4,2/13,22.25,9.36,14.25,0,0,2018
57,Dhawal Kulkarni,8,8,19.5,188,4,2/32,47.0,9.47,29.75,0,0,2018
58,Washington Sundar,7,7,20.0,192,4,2/22,48.0,9.6,30.0,0,0,2018
59,Barinder Sran,6,6,22.0,229,4,2/50,57.25,10.4,33.0,0,0,2018
60,Avesh Khan,6,6,19.0,204,4,2/29,51.0,10.73,28.5,0,0,2018
61,Moeen Ali,5,5,13.1,97,3,1/13,32.33,7.36,26.33,0,0,2018
62,Murugan Ashwin,2,2,7.0,53,3,2/36,17.66,7.57,14.0,0,0,2018
63,Axar Patel,9,8,26.0,218,3,1/21,72.66,8.38,52.0,0,0,2018
64,Chris Morris,4,4,14.0,143,3,2/41,47.66,10.21,28.0,0,0,2018
65,Mohammad Shami,4,4,13.5,144,3,1/29,48.0,10.4,27.66,0,0,2018
66,Shahbaz Nadeem,6,6,15.0,161,3,2/34,53.66,10.73,30.0,0,0,2018
67,Marcus Stoinis,7,6,11.0,120,3,1/15,40.0,10.9,22.0,0,0,2018
68,KM Asif,2,2,6.0,75,3,2/43,25.0,12.5,12.0,0,0,2018
69,Corey Anderson,3,3,8.4,115,3,2/47,38.33,13.26,17.33,0,0,2018
70,Colin de Grandhomme,9,7,15.0,129,2,1/8,64.5,8.6,45.0,0,0,2018
71,David Willey,3,3,10.0,95,2,1/24,47.5,9.5,30.0,0,0,2018
72,Kulwant Khejroliya,3,3,10.5,107,2,2/33,53.5,9.87,32.5,0,0,2018
73,Ben Cutting,9,7,17.0,168,2,1/12,84.0,9.88,51.0,0,0,2018
74,Mitchell Johnson,6,6,21.0,216,2,1/30,108.0,10.28,63.0,0,0,2018
75,Javon Searles,4,3,7.0,89,2,1/24,44.5,12.71,21.0,0,0,2018
76,Vinay Kumar,2,2,3.5,65,2,2/30,32.5,16.95,11.5,0,0,2018
77,D'Arcy Short,7,2,3.0,19,1,1/10,19.0,6.33,18.0,0,0,2018
78,Yusuf Pathan,15,1,2.0,14,1,1/14,14.0,7.0,12.0,0,0,2018
